beta_A,tG_A,eta_A,coef_A,beta_B,tG_B,eta_B,coef_B,Nx,Ny,pattern,sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,554,0,869,100,10,869,436,0,1667671_554,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:25:45,00:15:03
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,555,0,848,100,9,848,453,1,1667671_555,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:26:37,00:15:55
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,556,0,891,100,10,891,375,0,1667671_556,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:23:38,00:12:56
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,557,0,1358,100,9,1358,524,0,1667671_557,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:30:03,00:19:21
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,558,0,1180,100,10,1180,538,0,1667671_558,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:30:48,00:20:06
0.50,100.00,0.10,1.00,0.30,100.00,0.08,1.00,10,10,control,559,0,808,100,10,808,398,0,1667671_559,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:24:24,00:13:42
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,560,0,2667,100,10,2667,916,0,1667671_560,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:10:42,2021-07-27T07:50:37,00:39:55
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,561,0,5235,100,10,5235,2166,1,1667671_561,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:11:43,2021-07-27T08:51:54,01:40:11
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,562,0,4828,100,10,4828,1407,0,1667671_562,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:11:43,2021-07-27T08:15:41,01:03:58
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,563,0,6998,100,10,6998,1893,0,1667671_563,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:11:43,2021-07-27T08:37:52,01:26:09
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,564,0,3198,100,10,3198,1156,0,1667671_564,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:11:43,2021-07-27T08:02:46,00:51:03
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,565,0,2220,100,10,2220,1090,0,1667671_565,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:11:43,2021-07-27T07:59:10,00:47:27
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,566,0,2708,100,10,2708,1107,0,1667671_566,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:12:45,2021-07-27T07:59:55,00:47:10
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,567,0,3226,100,10,3226,980,0,1667671_567,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:12:45,2021-07-27T07:55:30,00:42:45
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,568,0,4280,100,10,4280,1440,0,1667671_568,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:12:45,2021-07-27T08:18:05,01:05:20
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,569,0,1822,100,11,1822,922,0,1667671_569,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T07:52:12,00:38:24
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,570,0,1798,100,9,1798,872,0,1667671_570,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T07:50:26,00:36:38
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,571,0,5522,100,10,5522,1734,1,1667671_571,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T08:31:25,01:17:37
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,572,0,3173,100,10,3173,1600,0,1667671_572,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T08:25:04,01:11:16
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,573,0,1732,100,10,1732,951,0,1667671_573,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T07:53:57,00:40:09
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,574,0,1964,100,9,1964,1071,0,1667671_574,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T07:59:51,00:46:03
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,575,0,1622,100,10,1622,725,0,1667671_575,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T07:44:14,00:30:26
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,576,0,3439,100,10,3439,1180,1,1667671_576,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T08:05:05,00:51:17
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,577,0,2188,100,10,2188,1081,0,1667671_577,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:13:48,2021-07-27T08:00:18,00:46:30
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,578,0,1320,100,10,1320,532,0,1667671_578,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-27T07:35:41,00:20:52
0.50,100.00,0.10,1.00,0.30,100.00,0.10,1.00,10,10,control,579,0,2739,100,10,2739,1127,0,1667671_579,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-27T08:03:36,00:48:47
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,580,0,10000,100,576,10000,23026,0,1667671_580,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T03:40:04,20:25:15
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,581,0,10000,100,533,10000,23938,0,1667671_581,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T03:55:33,20:40:44
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,582,0,8974,100,998,8974,38409,0,1667671_582,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T15:56:27,1-08:41:38
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,583,0,10000,100,845,10000,27135,1,1667671_583,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T06:50:24,23:35:35
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,584,0,10000,100,707,10000,31968,1,1667671_584,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T10:28:12,1-03:13:23
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,585,0,9789,100,1003,9789,36989,0,1667671_585,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T15:53:42,1-08:38:53
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,586,0,7532,100,1000,7532,28972,0,1667671_586,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:14:49,2021-07-28T08:37:02,1-01:22:13
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,587,0,8346,100,995,8346,33757,0,1667671_587,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T11:41:21,1-04:25:30
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,588,0,7808,100,1000,7808,30832,0,1667671_588,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T10:29:36,1-03:13:45
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,589,0,9382,100,998,9382,35975,1,1667671_589,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T15:02:12,1-07:46:21
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,590,0,10000,100,744,10000,29709,1,1667671_590,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T10:35:33,1-03:19:42
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,591,0,10000,100,516,10000,20322,0,1667671_591,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T00:33:43,17:17:52
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,592,0,9200,100,1003,9200,39414,1,1667671_592,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:15:51,2021-07-28T18:09:55,1-10:54:04
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,593,0,8852,100,1000,8852,30381,1,1667671_593,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:16:53,2021-07-28T10:02:30,1-02:45:37
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,594,0,10000,100,370,10000,22296,0,1667671_594,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:16:53,2021-07-28T02:16:01,18:59:08
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,595,0,9381,100,999,9381,44954,1,1667671_595,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:16:53,2021-07-29T02:26:24,1-19:09:31
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,596,0,10000,100,606,10000,28178,0,1667671_596,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:16:53,2021-07-28T07:22:20,1-00:05:27
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,597,0,10000,100,897,10000,35365,0,1667671_597,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:16:53,2021-07-28T14:30:19,1-07:13:26
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,598,0,6868,100,1000,6868,28586,0,1667671_598,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:18:57,2021-07-28T08:45:46,1-01:26:49
0.50,100.00,0.10,1.00,0.30,100.00,0.12,1.00,10,10,control,599,0,10000,100,647,10000,24979,1,1667671_599,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:18:57,2021-07-28T05:12:45,21:53:48
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,600,0,1829,100,1000,1829,4948,0,1667671_600,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:19:59,2021-07-27T12:23:47,05:03:48
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,601,0,1645,100,1001,1645,5208,0,1667671_601,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:37:41,05:16:40
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,602,0,1756,100,1010,1756,5326,0,1667671_602,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:45:20,05:24:19
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,603,0,1578,100,999,1578,5062,0,1667671_603,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:32:53,05:11:52
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,604,0,1967,100,1001,1967,5497,0,1667671_604,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:50:06,05:29:05
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,605,0,2128,100,1001,2128,6409,0,1667671_605,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T13:49:12,06:28:11
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,606,0,1609,100,1005,1609,5186,0,1667671_606,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:36:27,05:15:26
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,607,0,1724,100,999,1724,5523,0,1667671_607,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T12:52:46,05:31:45
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,608,0,1906,100,1002,1906,6242,0,1667671_608,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:21:01,2021-07-27T13:33:06,06:12:05
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,609,0,1778,100,1000,1778,5359,0,1667671_609,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T12:50:11,05:28:09
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,610,0,1702,100,996,1702,5222,0,1667671_610,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T12:46:25,05:24:23
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,611,0,1683,100,998,1683,5436,0,1667671_611,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T12:47:12,05:25:10
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,612,0,1756,100,999,1756,5759,0,1667671_612,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T13:08:27,05:46:25
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,613,0,1894,100,1003,1894,5928,0,1667671_613,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T13:25:12,06:03:10
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,614,0,1694,100,1004,1694,5153,1,1667671_614,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:22:02,2021-07-27T12:41:25,05:19:23
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,615,0,1669,100,1005,1669,5087,0,1667671_615,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T12:34:27,05:11:23
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,616,0,1762,100,1000,1762,5159,0,1667671_616,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T12:35:43,05:12:39
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,617,0,1831,100,999,1831,5647,1,1667671_617,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T13:03:03,05:39:59
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,618,0,1603,100,1001,1603,5270,0,1667671_618,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T12:45:17,05:22:13
0.50,100.00,0.10,1.00,0.30,100.00,0.14,1.00,10,10,control,619,0,1606,100,1002,1606,4794,0,1667671_619,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T12:26:26,05:03:22
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,620,0,1049,100,1010,1049,2752,0,1667671_620,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T10:44:57,03:21:53
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,621,0,1019,100,998,1019,2531,0,1667671_621,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:23:04,2021-07-27T10:25:07,03:02:03
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,622,0,1032,100,1005,1032,2864,0,1667671_622,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:47:06,03:23:00
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,623,0,1066,100,1006,1066,2879,0,1667671_623,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:47:16,03:23:10
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,624,0,1013,100,1002,1013,2597,0,1667671_624,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:30:47,03:06:41
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,625,0,1005,100,1007,1005,2718,0,1667671_625,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:37:45,03:13:39
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,626,0,1084,100,998,1084,2905,1,1667671_626,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:45:23,03:21:17
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,627,0,988,100,1000,988,2757,0,1667671_627,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:36:59,03:12:53
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,628,0,1042,100,1001,1042,2818,1,1667671_628,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:41:08,03:17:02
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,629,0,1066,100,1003,1066,2764,0,1667671_629,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:24:06,2021-07-27T10:43:25,03:19:19
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,630,0,985,100,1001,985,2704,0,1667671_630,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:37:19,03:12:11
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,631,0,1020,100,998,1020,2908,0,1667671_631,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T11:06:04,03:40:56
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,632,0,1115,100,1004,1115,2967,0,1667671_632,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:53:52,03:28:44
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,633,0,932,100,1001,932,2262,0,1667671_633,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:15:10,02:50:02
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,634,0,1006,100,1003,1006,2567,0,1667671_634,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:30:34,03:05:26
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,635,0,924,100,1007,924,2604,1,1667671_635,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:36:37,03:11:29
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,636,0,1084,100,1004,1084,2820,0,1667671_636,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:25:08,2021-07-27T10:46:46,03:21:38
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,637,0,981,100,1009,981,2554,0,1667671_637,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:26:10,2021-07-27T10:28:39,03:02:29
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,638,0,851,100,1004,851,2287,2,1667671_638,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:26:10,2021-07-27T10:27:20,03:01:10
0.50,100.00,0.10,1.00,0.30,100.00,0.16,1.00,10,10,control,639,0,1011,100,995,1011,2446,0,1667671_639,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:26:10,2021-07-27T10:22:50,02:56:40
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,640,0,804,100,998,804,1893,0,1667671_640,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:59:43,02:32:32
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,641,0,790,100,998,790,1788,0,1667671_641,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:54:50,02:27:39
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,642,0,740,100,1000,740,1641,1,1667671_642,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:46:40,02:19:29
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,643,0,786,100,1001,786,1761,0,1667671_643,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:57:47,02:30:36
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,644,0,778,100,1006,778,1763,2,1667671_644,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T10:01:42,02:34:31
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,645,0,745,100,1000,745,1770,1,1667671_645,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:51:01,02:23:50
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,646,0,760,100,997,760,1607,0,1667671_646,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:40:55,02:13:44
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,647,0,738,100,1003,738,1698,3,1667671_647,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:48:12,02:21:01
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,648,0,786,100,1009,786,1837,0,1667671_648,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:58:37,02:31:26
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,649,0,747,100,1000,747,1658,1,1667671_649,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:27:11,2021-07-27T09:46:50,02:19:39
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,650,0,816,100,999,816,1911,1,1667671_650,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:28:13,2021-07-27T10:01:09,02:32:56
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,651,0,741,100,998,741,1695,1,1667671_651,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:29:15,2021-07-27T09:50:24,02:21:09
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,652,0,766,100,1003,766,1752,0,1667671_652,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:29:15,2021-07-27T09:51:54,02:22:39
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,653,0,810,100,1007,810,1814,0,1667671_653,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:29:15,2021-07-27T09:57:26,02:28:11
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,654,0,769,100,1003,769,1681,1,1667671_654,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:29:15,2021-07-27T09:48:05,02:18:50
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,655,0,814,100,998,814,1854,0,1667671_655,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:29:15,2021-07-27T10:00:54,02:31:39
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,656,0,750,100,1001,750,1690,1,1667671_656,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:30:17,2021-07-27T09:49:06,02:18:49
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,657,0,806,100,999,806,1917,0,1667671_657,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:30:17,2021-07-27T10:03:28,02:33:11
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,658,0,729,100,1003,729,1560,0,1667671_658,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:30:17,2021-07-27T09:43:53,02:13:36
0.50,100.00,0.10,1.00,0.30,100.00,0.18,1.00,10,10,control,659,0,758,100,1004,758,1740,0,1667671_659,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:30:17,2021-07-27T09:53:42,02:23:25
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,660,0,637,100,1003,637,1308,4,1667671_660,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:33:20,02:02:02
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,661,0,637,100,1003,637,1249,1,1667671_661,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:31:51,02:00:33
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,662,0,693,100,1006,693,1396,1,1667671_662,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:37:51,02:06:33
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,663,0,669,100,1001,669,1435,1,1667671_663,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:43:39,02:12:21
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,664,0,654,100,1006,654,1380,1,1667671_664,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:41:44,02:10:26
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,665,0,664,100,1010,664,1376,1,1667671_665,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:31:18,2021-07-27T09:40:23,02:09:05
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,666,0,678,100,1001,678,1364,0,1667671_666,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:32:20,2021-07-27T09:38:51,02:06:31
0.50,100.00,0.10,1.00,0.30,100.00,0.20,1.00,10,10,control,667,0,711,100,1003,711,1439,1,1667671_667,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T07:32:20,2021-07-27T09:41:19,02:08:59
