beta_A,tG_A,eta_A,coef_A,beta_B,tG_B,eta_B,coef_B,Nx,Ny,pattern,sim,initial_timestep,final_timestep,initial_cell_count,final_cell_count,last_alive_timestep,num_apoptosis,num_extrusion,JobID,JobName,State,ExitCode,Timelimit,Start,End,Elapsed
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,115,0,448,100,1001,448,479,0,1667671_115,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:42:11,2021-07-27T05:05:02,01:22:51
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,116,0,472,100,1007,472,548,1,1667671_116,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:43:15,2021-07-27T05:13:52,01:30:37
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,117,0,475,100,1001,475,538,3,1667671_117,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:44:18,2021-07-27T05:13:25,01:29:07
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,118,0,475,100,999,475,536,2,1667671_118,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:44:18,2021-07-27T05:11:44,01:27:26
0.50,100.00,0.10,1.00,0.10,100.00,0.12,1.00,10,10,control,119,0,470,100,1004,470,537,1,1667671_119,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:45:21,2021-07-27T05:13:08,01:27:47
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,120,0,410,100,1001,410,334,4,1667671_120,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:47:27,2021-07-27T05:02:48,01:15:21
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,121,0,427,100,1008,427,354,2,1667671_121,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:47:27,2021-07-27T05:05:05,01:17:38
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,122,0,422,100,1014,422,346,1,1667671_122,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:48:30,2021-07-27T05:05:55,01:17:25
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,123,0,420,100,1002,420,375,2,1667671_123,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:48:30,2021-07-27T05:05:14,01:16:44
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,124,0,415,100,1002,415,334,2,1667671_124,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:50:36,2021-07-27T05:11:34,01:20:58
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,125,0,448,100,1005,448,439,4,1667671_125,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:50:36,2021-07-27T05:16:11,01:25:35
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,126,0,424,100,1004,424,342,0,1667671_126,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:50:36,2021-07-27T05:06:37,01:16:01
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,127,0,407,100,1001,407,334,1,1667671_127,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:51:39,2021-07-27T05:07:20,01:15:41
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,128,0,427,100,1003,427,356,1,1667671_128,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:10:51,01:18:09
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,129,0,416,100,1000,416,331,0,1667671_129,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:08:08,01:15:26
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,130,0,424,100,1003,424,352,0,1667671_130,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:09:13,01:16:31
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,131,0,414,100,1000,414,332,5,1667671_131,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:08:11,01:15:29
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,132,0,429,100,1002,429,395,1,1667671_132,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:11:08,01:18:26
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,133,0,442,100,1002,442,388,3,1667671_133,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:52:42,2021-07-27T05:10:59,01:18:17
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,134,0,414,100,1002,414,357,2,1667671_134,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:54:48,2021-07-27T05:11:10,01:16:22
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,135,0,413,100,1002,413,363,4,1667671_135,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:55:51,2021-07-27T05:12:16,01:16:25
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,136,0,421,100,1000,421,358,1,1667671_136,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:55:51,2021-07-27T05:12:11,01:16:20
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,137,0,423,100,1001,423,336,1,1667671_137,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:56:54,2021-07-27T05:11:44,01:14:50
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,138,0,414,100,1003,414,340,0,1667671_138,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:56:54,2021-07-27T05:12:35,01:15:41
0.50,100.00,0.10,1.00,0.10,100.00,0.14,1.00,10,10,control,139,0,419,100,1004,419,364,3,1667671_139,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:56:54,2021-07-27T05:15:29,01:18:35
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,140,0,399,100,1006,399,273,0,1667671_140,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:11:37,01:13:40
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,141,0,396,100,1004,396,265,4,1667671_141,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:10:37,01:12:40
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,142,0,388,100,999,388,249,2,1667671_142,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:08:43,01:10:46
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,143,0,407,100,1002,407,255,1,1667671_143,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:09:29,01:11:32
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,144,0,413,100,1000,413,280,1,1667671_144,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:11:08,01:13:11
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,145,0,394,100,1002,394,258,5,1667671_145,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:10:36,01:12:39
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,146,0,417,100,1000,417,325,0,1667671_146,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:13:47,01:15:50
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,147,0,384,100,1013,384,240,1,1667671_147,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:11:06,01:13:09
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,148,0,389,100,1007,389,263,7,1667671_148,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:57:57,2021-07-27T05:09:33,01:11:36
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,149,0,393,100,1007,393,289,0,1667671_149,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:13:00,01:14:00
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,150,0,408,100,1005,408,273,6,1667671_150,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:12:29,01:13:29
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,151,0,391,100,1008,391,234,2,1667671_151,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:11:21,01:12:21
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,152,0,393,100,1002,393,251,0,1667671_152,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:11:25,01:12:25
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,153,0,402,100,1001,402,273,0,1667671_153,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:13:31,01:14:31
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,154,0,404,100,1005,404,284,2,1667671_154,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:12:51,01:13:51
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,155,0,390,100,1002,390,234,2,1667671_155,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:09:06,01:10:06
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,156,0,395,100,1001,395,256,1,1667671_156,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:10:58,01:11:58
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,157,0,416,100,1004,416,301,4,1667671_157,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:16:05,01:17:05
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,158,0,401,100,1006,401,266,0,1667671_158,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:12:26,01:13:26
0.50,100.00,0.10,1.00,0.10,100.00,0.16,1.00,10,10,control,159,0,399,100,1000,399,269,1,1667671_159,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:12:16,01:13:16
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,160,0,382,100,1010,382,223,1,1667671_160,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:11:22,01:12:22
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,161,0,383,100,1000,383,210,1,1667671_161,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T03:59:00,2021-07-27T05:09:55,01:10:55
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,162,0,381,100,1001,381,185,2,1667671_162,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:00:04,2021-07-27T05:11:14,01:11:10
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,163,0,390,100,1006,390,217,4,1667671_163,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:00:04,2021-07-27T05:15:53,01:15:49
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,164,0,381,100,1003,381,189,1,1667671_164,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:00:04,2021-07-27T05:12:03,01:11:59
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,165,0,378,100,1003,378,179,4,1667671_165,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:00:04,2021-07-27T05:10:27,01:10:23
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,166,0,383,100,1008,383,221,4,1667671_166,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:00:04,2021-07-27T05:11:29,01:11:25
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,167,0,381,100,1002,381,187,4,1667671_167,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:12:55,01:11:48
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,168,0,388,100,1009,388,218,3,1667671_168,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:16:55,01:15:48
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,169,0,379,100,1003,379,199,3,1667671_169,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:11:46,01:10:39
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,170,0,388,100,1004,388,209,6,1667671_170,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:11:53,01:10:46
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,171,0,394,100,1001,394,229,1,1667671_171,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:13:48,01:12:41
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,172,0,383,100,1001,383,184,2,1667671_172,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:09:33,01:08:26
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,173,0,382,100,1001,382,212,5,1667671_173,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:10:55,01:09:48
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,174,0,375,100,1000,375,197,7,1667671_174,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:01:07,2021-07-27T05:12:04,01:10:57
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,175,0,371,100,1000,371,191,2,1667671_175,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:02:10,2021-07-27T05:11:42,01:09:32
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,176,0,384,100,1004,384,200,6,1667671_176,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:02:10,2021-07-27T05:16:18,01:14:08
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,177,0,390,100,1000,390,217,4,1667671_177,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:02:10,2021-07-27T05:13:56,01:11:46
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,178,0,380,100,1000,380,203,4,1667671_178,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:02:10,2021-07-27T05:14:51,01:12:41
0.50,100.00,0.10,1.00,0.10,100.00,0.18,1.00,10,10,control,179,0,380,100,1001,380,210,5,1667671_179,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:03:12,2021-07-27T05:13:10,01:09:58
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,180,0,368,100,1002,368,154,1,1667671_180,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:03:12,2021-07-27T05:12:25,01:09:13
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,181,0,355,100,1007,355,131,7,1667671_181,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:03:12,2021-07-27T05:07:28,01:04:16
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,182,0,375,100,999,375,161,0,1667671_182,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:05:18,2021-07-27T05:14:31,01:09:13
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,183,0,365,100,1000,365,146,3,1667671_183,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:05:18,2021-07-27T05:12:45,01:07:27
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,184,0,371,100,1009,371,162,3,1667671_184,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:05:18,2021-07-27T05:14:10,01:08:52
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,185,0,378,100,1008,378,174,8,1667671_185,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:06:22,2021-07-27T05:16:21,01:09:59
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,186,0,376,100,1003,376,160,2,1667671_186,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:06:22,2021-07-27T05:15:43,01:09:21
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,187,0,378,100,1000,378,167,1,1667671_187,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:07:25,2021-07-27T05:19:43,01:12:18
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,188,0,369,100,1002,369,149,5,1667671_188,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:07:25,2021-07-27T05:15:30,01:08:05
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,189,0,381,100,1000,381,169,7,1667671_189,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:08:28,2021-07-27T05:18:39,01:10:11
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,190,0,374,100,1009,374,157,2,1667671_190,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:08:28,2021-07-27T05:17:26,01:08:58
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,191,0,359,100,1005,359,142,5,1667671_191,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:09:30,2021-07-27T05:15:09,01:05:39
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,192,0,360,100,1005,360,151,2,1667671_192,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:10:33,2021-07-27T05:16:49,01:06:16
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,193,0,362,100,1005,362,130,7,1667671_193,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:10:33,2021-07-27T05:15:51,01:05:18
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,194,0,361,100,1004,361,121,5,1667671_194,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:11:36,2021-07-27T05:18:41,01:07:05
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,195,0,375,100,1001,375,181,3,1667671_195,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:11:36,2021-07-27T05:22:52,01:11:16
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,196,0,367,100,1001,367,159,0,1667671_196,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:13:43,2021-07-27T05:21:47,01:08:04
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,197,0,357,100,1002,357,129,2,1667671_197,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:13:43,2021-07-27T05:20:56,01:07:13
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,198,0,373,100,1005,373,152,3,1667671_198,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:14:46,2021-07-27T05:22:43,01:07:57
0.50,100.00,0.10,1.00,0.10,100.00,0.20,1.00,10,10,control,199,0,380,100,1003,380,177,4,1667671_199,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:14:46,2021-07-27T05:25:17,01:10:31
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,200,0,353,100,1002,353,114,5,1667671_200,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:14:46,2021-07-27T05:20:13,01:05:27
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,201,0,353,100,1000,353,109,4,1667671_201,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:15:49,2021-07-27T05:20:33,01:04:44
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,202,0,354,100,1005,354,112,4,1667671_202,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:15:49,2021-07-27T05:22:28,01:06:39
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,203,0,358,100,1007,358,109,8,1667671_203,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:17:56,2021-07-27T05:25:20,01:07:24
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,204,0,356,100,1002,356,131,2,1667671_204,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:17:56,2021-07-27T05:26:30,01:08:34
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,205,0,360,100,1002,360,120,4,1667671_205,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:18:59,2021-07-27T05:26:12,01:07:13
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,206,0,355,100,1001,355,108,5,1667671_206,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:20:02,2021-07-27T05:28:56,01:08:54
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,207,0,354,100,1000,354,109,5,1667671_207,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:21:05,2021-07-27T05:27:10,01:06:05
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,208,0,354,100,1001,354,119,2,1667671_208,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:27:23,2021-07-27T05:31:25,01:04:02
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,209,0,362,100,1012,362,107,6,1667671_209,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:36:51,2021-07-27T05:43:38,01:06:47
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,210,0,365,100,1004,365,138,6,1667671_210,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:40:00,2021-07-27T05:48:49,01:08:49
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,211,0,360,100,1001,360,128,5,1667671_211,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:44:13,2021-07-27T05:52:32,01:08:19
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,212,0,361,100,1003,361,109,1,1667671_212,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:45:16,2021-07-27T05:53:10,01:07:54
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,213,0,360,100,1007,360,124,5,1667671_213,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:46:19,2021-07-27T05:52:24,01:06:05
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,214,0,349,100,1003,349,111,3,1667671_214,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:50:31,2021-07-27T05:54:23,01:03:52
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,215,0,354,100,1004,354,114,4,1667671_215,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:50:31,2021-07-27T05:54:58,01:04:27
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,216,0,354,100,1004,354,129,3,1667671_216,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:52:37,2021-07-27T05:57:14,01:04:37
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,217,0,369,100,1007,369,128,7,1667671_217,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:52:37,2021-07-27T05:58:38,01:06:01
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,218,0,351,100,1003,351,108,2,1667671_218,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:53:40,2021-07-27T05:57:12,01:03:32
0.50,100.00,0.10,1.00,0.10,100.00,0.22,1.00,10,10,control,219,0,346,100,1000,346,97,4,1667671_219,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:54:42,2021-07-27T05:57:26,01:02:44
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,220,0,343,100,1003,343,86,6,1667671_220,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:54:42,2021-07-27T05:57:18,01:02:36
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,221,0,338,100,1004,338,81,5,1667671_221,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:54:42,2021-07-27T05:55:19,01:00:37
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,222,0,350,100,1003,350,90,1,1667671_222,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:54:42,2021-07-27T05:57:56,01:03:14
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,223,0,350,100,1003,350,90,3,1667671_223,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:55:44,2021-07-27T05:59:11,01:03:27
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,224,0,340,100,1004,340,74,4,1667671_224,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:55:44,2021-07-27T05:58:38,01:02:54
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,225,0,350,100,1005,350,87,3,1667671_225,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T06:00:55,01:04:09
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,226,0,345,100,1000,345,83,4,1667671_226,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T05:59:06,01:02:20
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,227,0,360,100,1004,360,101,9,1667671_227,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T06:04:38,01:07:52
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,228,0,349,100,1003,349,95,4,1667671_228,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T05:58:56,01:02:10
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,229,0,352,100,1001,352,87,2,1667671_229,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T06:02:20,01:05:34
0.50,100.00,0.10,1.00,0.10,100.00,0.24,1.00,10,10,control,230,0,352,100,1009,352,85,2,1667671_230,heterotyp+,COMPLETED,0:0,2-00:00:00,2021-07-27T04:56:46,2021-07-27T06:02:35,01:05:49
