simulation_id,beta_A,tG_A,rho_A,eta_A,coef_A,beta_B,tG_B,rho_B,eta_B,coef_B,n0_A,n0_B,seed,status,status_info,final_timestep,final_cell_count_A,final_cell_count_B,num_divisions_A,num_divisions_B,num_deaths_A,num_deaths_B
23916,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47833,3,,90.95398265735648,0,9,0,76,0,167
23917,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47835,3,,91.7368738537597,0,10,0,77,0,167
23918,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47837,3,,64.33928427312807,0,10,0,66,0,156
23919,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47839,3,,67.2747224982031,0,10,0,67,0,157
23920,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47841,3,,74.6498996676508,0,10,0,72,0,162
23921,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47843,3,,64.31639174000043,0,10,0,72,0,162
23922,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47845,3,,95.34216160780696,0,10,0,70,0,160
23923,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47847,3,,71.07359087329851,0,10,0,67,0,157
23924,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47849,3,,72.0094972120934,0,10,0,70,0,160
23925,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47851,3,,74.58331080476233,0,9,0,73,0,164
23926,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47853,3,,72.95422878365103,0,10,0,73,0,163
23927,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47855,3,,69.59888295900011,0,10,0,70,0,160
23928,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47857,3,,94.02468077616801,0,9,0,83,0,174
23929,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47859,3,,71.07927175532699,0,10,0,76,0,166
23930,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47861,3,,95.17389395096436,0,10,0,81,0,171
23931,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47863,3,,90.39613608198887,0,10,0,82,0,172
23932,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47865,3,,96.39201244248723,0,10,0,80,0,170
23933,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47867,3,,69.34702470904469,0,10,0,67,0,157
23934,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47869,3,,94.70940883599815,0,9,0,83,0,174
23935,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47871,3,,69.99043509251854,0,10,0,74,0,164
23936,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47873,3,,95.1912505363663,0,10,0,74,0,164
23937,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47875,3,,68.65945564486788,0,9,0,72,0,163
23938,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47877,3,,70.900689605479,0,10,0,78,0,168
23939,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47879,3,,71.82989903441593,0,10,0,74,0,164
23940,0.3,100,0.3,0.1,1,0.25,100,0.1,0.02,1,0,100,47881,3,,69.17284967312416,0,10,0,66,0,156
