simulation_id,average_time_in_G1,effective_g1_sample_size,eta,final_cell_count,final_timestep,num_deaths,num_divisions,seed,status
409,44.96157198902868,1164,2.0,1000,457.6307769840903,178,1114,818,2
410,43.21701304462585,1102,2.0,1000,439.88522146341967,142,1078,820,2
411,42.62637402792482,1092,2.0,1000,451.9225235447527,145,1081,822,2
412,41.28944796652489,1083,2.0,1000,422.97940456580864,136,1072,824,2
413,43.337549691018104,1075,2.0,1000,429.25981585036135,135,1071,826,2
414,43.7555048360326,1086,2.0,1000,451.5331912856198,139,1075,828,2
415,43.98664997815752,1132,2.0,1000,462.52148949596256,166,1102,830,2
416,41.983095582660354,1051,2.0,1000,427.2193583363881,122,1058,832,2
417,43.89290929194307,1155,2.0,1000,454.41887345100406,163,1099,834,2
418,42.99394532755068,1103,2.0,1000,443.37667205437754,154,1090,836,2
419,43.412814032697895,1086,2.0,1000,448.1585198242255,134,1070,838,2
420,44.101058164270164,1157,2.0,1000,475.5888698785967,173,1109,840,2
421,44.244565279966935,1154,2.0,1000,450.69262576028115,170,1106,842,2
422,44.107729882949236,1145,2.0,1000,451.75059148344945,162,1098,844,2
423,41.8663991066979,1076,2.0,1000,426.09170945514614,135,1071,846,2
424,42.33731655321968,1099,2.0,1000,433.11216526065493,147,1083,848,2
425,43.356021405556106,1130,2.0,1000,427.22589340181753,146,1082,850,2
426,43.869292684080065,1125,2.0,1000,454.7961348589951,155,1091,852,2
427,44.6170101563621,1168,2.0,1000,452.104561019236,177,1113,854,2
428,43.07994423994481,1108,2.0,1000,447.26915129457296,141,1077,856,2
429,45.09949512721647,1148,2.0,1000,448.41504207823664,150,1086,858,2
430,42.99428269091851,1149,2.0,1000,440.6614141904742,164,1100,860,2
431,41.726293255796485,1069,2.0,1000,445.5838517883334,136,1072,862,2
432,43.987803743382415,1133,2.0,1000,444.8007380868951,155,1091,864,2
433,43.389154988074246,1133,2.0,1000,443.8337885100344,154,1090,866,2
434,40.652188092383696,1058,2.0,1000,416.4612294600143,119,1055,868,2
435,42.45994233945647,1093,2.0,1000,441.6876420897712,141,1077,870,2
436,43.41953688819993,1102,2.0,1000,444.4164239814791,142,1078,872,2
437,44.57892970362157,1184,2.0,1000,467.22210537703086,181,1117,874,2
438,43.1498570583783,1146,2.0,1000,446.1358429574283,162,1098,876,2
439,42.5099031656504,1093,2.0,1000,440.90538263078304,140,1076,878,2
440,41.79863632420574,1034,2.0,1000,416.82652564053467,114,1050,880,2
441,43.542340548565704,1136,2.0,1000,446.8316080422873,161,1097,882,2
442,42.92677088229113,1094,2.0,1000,447.7640710287532,136,1072,884,2
443,42.88979698101994,1083,2.0,1000,445.72195252045196,130,1066,886,2
444,44.328382902823805,1136,2.0,1000,452.87473549299085,168,1104,888,2
445,41.79574344171269,1087,2.0,1000,433.14170795053803,129,1065,890,2
446,44.370956672507475,1119,2.0,1000,456.3610576793908,153,1089,892,2
447,43.10288219350017,1163,2.0,1000,446.9863347367089,168,1104,894,2
448,42.035169442966456,1075,2.0,1000,437.60846047031293,129,1065,896,2
449,43.163613504433805,1074,2.0,1000,444.1947940952583,138,1074,898,2
450,42.495373687450716,1103,2.0,1000,428.37375120043095,140,1076,900,2
451,43.30561176367233,1138,2.0,1000,450.58805060751274,143,1079,902,2
452,42.846804993566366,1169,2.0,1000,456.2790357600206,170,1106,904,2
453,42.97899533823554,1089,2.0,1000,443.35302383162497,129,1065,906,2
454,41.780935895336974,1075,2.0,1000,422.95019229840386,122,1058,908,2
455,46.251064207122525,1175,2.0,1000,482.2002863371661,172,1108,910,2
456,42.633055094819596,1052,2.0,1000,436.65521268863057,130,1066,912,2
457,43.537387442026834,1132,2.0,1000,448.86640735080266,158,1094,914,2
458,41.95676321873263,1078,2.0,1000,454.38137662740985,136,1072,916,2
459,42.66916934381114,1098,2.0,1000,434.1064057246967,144,1080,918,2
460,42.115250136658695,1064,2.0,1000,436.7187474587384,138,1074,920,2
461,44.341948581914224,1149,2.0,1000,454.5003359404731,168,1104,922,2
462,43.36595718214615,1126,2.0,1000,451.6006743907268,153,1089,924,2
463,43.82673990341969,1154,2.0,1000,446.9451183294039,160,1096,926,2
464,41.48462539193381,1075,2.0,1000,451.5879765070529,145,1081,928,2
465,44.79036311160009,1148,2.0,1000,463.3229248738086,176,1112,930,2
466,42.50594681733206,1096,2.0,1000,438.64318739704873,141,1077,932,2
467,42.11894753138738,1064,2.0,1000,434.47327041447846,126,1062,934,2
468,43.4480347909366,1101,2.0,1000,455.0038476456304,139,1075,936,2
469,44.51774782582233,1166,2.0,1000,446.0537752882229,159,1095,938,2
470,42.23013952899284,1106,2.0,1000,412.2533631503052,144,1080,940,2
471,45.96935249952207,1146,2.0,1000,462.3709695748895,171,1107,942,2
472,42.20100191080936,1121,2.0,1000,440.23693339672565,149,1085,944,2
473,43.468986172524936,1084,2.0,1000,449.41456778837767,142,1078,946,2
474,41.9680946916262,1086,2.0,1000,435.54584666877065,140,1076,948,2
475,42.68679542026946,1072,2.0,1000,434.4650542516454,131,1067,950,2
476,44.03060594564535,1106,2.0,1000,445.6679547148221,154,1090,952,2
477,46.103204979977555,1204,2.0,1000,464.27200363748165,187,1123,954,2
478,41.10338778548425,1046,2.0,1000,423.81316145929657,118,1054,956,2
479,42.56017300649633,1111,2.0,1000,428.18817931124164,149,1085,958,2
480,42.75356543246474,1128,2.0,1000,441.7191638253654,158,1094,960,2
481,45.41017777532509,1167,2.0,1000,477.01544279804165,173,1109,962,2
482,43.33143878521255,1115,2.0,1000,445.8457358536599,158,1094,964,2
483,42.982717764209625,1032,2.0,1000,423.0322616947469,120,1056,966,2
484,42.705534149064626,1111,2.0,1000,435.0820577137311,146,1082,968,2
485,43.09904127011793,1118,2.0,1000,449.7453879585464,145,1081,970,2
486,42.505712118279504,1088,2.0,1000,448.00524927034536,145,1081,972,2
