,t,G1_cell_count,G2_cell_count
5191,6508.427410020442,32,1
5192,6510.867184103154,34,0
5193,6523.906670925879,33,1
5194,6525.180155644618,32,2
5195,6526.40030020937,31,3
5196,6531.683867850381,30,4
5197,6532.724469283581,29,5
5198,6532.782742653113,28,6
5199,6532.848189132231,27,7
5200,6533.316071690266,26,8
5201,6534.885418518352,25,9
5202,6535.251265939891,24,10
5203,6536.299742934176,23,11
5204,6537.319408038858,22,12
5205,6538.291207405938,21,13
5206,6538.546657422999,20,14
5207,6538.985161902844,19,15
5208,6539.564108412076,18,16
5209,6540.804182049352,17,17
5210,6541.208242478624,16,18
5211,6543.1568155320265,15,19
